t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.001552503502159063,0.0016715916253650074,dose1,0.9287576449130044
1,0.005342537429280328,0.0029589857606841575,dose1,1.805529955047682
2,0.00930230373724696,0.004467580239371584,dose1,2.0821794431773326
3,0.012715993166025317,0.005501328578188897,dose1,2.311440406255489
4,0.016303592457284,0.006315358126689611,dose1,2.5815784517114073
5,0.019930956414016154,0.007037208545460239,dose1,2.8322247781105694
6,0.023614132917069,0.007736919536580702,dose1,3.0521362930514626
7,0.027187994315370757,0.008416631045516206,dose1,3.230270421159111
8,0.03120925856662067,0.009094938380043875,dose1,3.4314975274234474
9,0.03580442636128106,0.009836571526648507,dose1,3.6399294470276
10,0.0409661201122299,0.01075910609549642,dose1,3.8075765537408395
11,0.04602720566072426,0.011729745547594981,dose1,3.923973070859795
12,0.05065262266841447,0.012458918753511907,dose1,4.065571312122971
0,0.00021426275756168981,0.0016715916253650074,dose2,0.12817888901945454
1,0.001114911602969941,0.0029589857606841575,dose2,0.3767884311600641
2,0.0017201853031304519,0.004467580239371584,dose2,0.3850373604005774
3,0.0025033692102698108,0.005501328578188897,dose2,0.4550481168748698
4,0.003263573716148577,0.006315358126689611,dose2,0.5167677984625254
5,0.0038784902896375102,0.007037208545460239,dose2,0.5511404506533226
6,0.004654316727095109,0.007736919536580702,dose2,0.6015723317901392
7,0.005407435279465522,0.008416631045516206,dose2,0.6424702769528856
8,0.006194747838426309,0.009094938380043875,dose2,0.68112037475017
9,0.006986369941792246,0.009836571526648507,dose2,0.7102444100726608
10,0.0075428967002929195,0.01075910609549642,dose2,0.7010709470324098
11,0.008443133823371708,0.011729745547594981,dose2,0.719805369041705
12,0.009117497685838041,0.012458918753511907,dose2,0.7318048913784116
