t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.001552503502159063,0.0016715916253650074,dose1,0.9287576449130044
1,0.005148648643459077,0.0029818399970449948,dose1,1.7266683144751975
2,0.008713634277446265,0.004544472014244318,dose1,1.9174140028185
3,0.011629760708605294,0.005634257781038279,dose1,2.064115835395456
4,0.01453766685589945,0.006507648512319714,dose1,2.233935472412818
5,0.017327393840600364,0.0072958871589255455,dose1,2.374953650020156
6,0.020015133597218765,0.008073514119872355,dose1,2.4791104960693495
7,0.02248968513688142,0.008842324678856074,dose1,2.5434131804858677
8,0.025131579967276024,0.009623166977506184,dose1,2.611570600760502
9,0.027996077156851786,0.010492063486578452,dose1,2.668309926831488
10,0.031049123339523636,0.011592091313708499,dose1,2.6784747028456626
11,0.03388951960095241,0.012770025603709599,dose1,2.6538333320532983
12,0.0363526094873163,0.013670633870298557,dose1,2.6591751216187904
13,0.03896957459688505,0.014517658935889835,dose1,2.684287788154474
14,0.041337960098386736,0.015382889409641878,dose1,2.6872688865454073
15,0.04355258058103725,0.016168083741233463,dose1,2.693737939225993
16,0.04538943413147468,0.016878104862152035,dose1,2.68924944473879
17,0.047021855065382166,0.017543040930033938,dose1,2.68037082340723
18,0.04875200879203286,0.018243233374191096,dose1,2.6723337792921367
19,0.05034710014146,0.018946174312157827,dose1,2.657375537102217
20,0.05201636675711457,0.019637057336522212,dose1,2.648888062149843
21,0.05362196637159006,0.020388511292238176,dose1,2.630008910428576
22,0.055102129393857974,0.021071567596503627,dose1,2.6149990568516595
23,0.057181523924648835,0.021935388490336903,dose1,2.606816102082347
24,0.058927041193630444,0.022746611888939634,dose1,2.590585423391898
0,0.00021426275756168981,0.0016715916253650074,dose2,0.12817888901945454
1,0.0011308921279776151,0.0029818399970449948,dose2,0.37925982907167055
2,0.0017578355468647004,0.004544472014244318,dose2,0.38680743130733
3,0.0025834524412868378,0.005634257781038279,dose2,0.4585257794776003
4,0.003399064292684416,0.006507648512319714,dose2,0.5223183590397183
5,0.004070504831932376,0.0072958871589255455,dose2,0.5579177340201511
6,0.004932677413002284,0.008073514119872355,dose2,0.6109703084868452
7,0.005784464889932173,0.008842324678856074,dose2,0.6541792005342113
8,0.006690726025347675,0.009623166977506184,dose2,0.6952727766536463
9,0.007618115922911688,0.010492063486578452,dose2,0.7260836661854716
10,0.008281658463685868,0.011592091313708499,dose2,0.7144231561718096
11,0.009374048954221524,0.012770025603709599,dose2,0.7340665746797223
12,0.010206873572490057,0.013670633870298557,dose2,0.7466276742236033
13,0.011182076299054534,0.014517658935889835,dose2,0.7702396335156022
14,0.011904829822065267,0.015382889409641878,dose2,0.7739007610513997
15,0.012767581613250254,0.016168083741233463,dose2,0.789678097714166
16,0.01335548469623684,0.016878104862152035,dose2,0.7912905391051508
17,0.013820045293767977,0.017543040930033938,dose2,0.7877793449891621
18,0.014336198654691545,0.018243233374191096,dose2,0.785836499476419
19,0.015327463792563051,0.018946174312157827,dose2,0.8090004630601527
20,0.015803296875313625,0.019637057336522212,dose2,0.8047690956789595
21,0.016411472040044794,0.020388511292238176,dose2,0.8049372415673938
22,0.01698493419546789,0.021071567596503627,dose2,0.8060593554264143
23,0.01763231622384652,0.021935388490336903,dose2,0.8038296759964008
24,0.01813862408307194,0.022746611888939634,dose2,0.7974209157318188
