t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.001671980955577517,0.0016755274092194157,dose1,0.9978833801104846
1,0.00306122091131524,0.003271913645983989,dose1,0.9356056551605625
2,0.004239164412736145,0.004836799688319417,dose1,0.8764399365342819
3,0.005473732664612766,0.006080299615029262,dose1,0.9002406148181535
4,0.006329019472836066,0.007219179421098085,dose1,0.8766951342783893
5,0.007414038358556254,0.00824678183547291,dose1,0.8990220070775129
6,0.008415589085765935,0.009326801879488452,dose1,0.9023016885746483
7,0.00943697357768121,0.010412607158832007,dose1,0.9063026610746987
8,0.0105222894338373,0.011553297562871196,dose1,0.9107607049559594
9,0.011666284004868958,0.0128114685516631,dose1,0.9106125466345468
10,0.012666340558549571,0.01391804258546945,dose1,0.9100662309269888
11,0.014072419564665069,0.01533943463854414,dose1,0.9174014489678268
12,0.015356968434554906,0.016637395590083703,dose1,0.9230392070971132
0,0.0011653872295420275,0.0016755274092194157,dose2,0.6955345656741099
1,0.002153790069122078,0.003271913645983989,dose2,0.6582661712687362
2,0.0031106060595875655,0.004836799688319417,dose2,0.6431124419843933
3,0.0039392717877570595,0.006080299615029262,dose2,0.6478746174566969
4,0.00469098702252622,0.007219179421098085,dose2,0.6497950457038086
5,0.005435059068511662,0.00824678183547291,dose2,0.659052121940963
6,0.00615554215133697,0.009326801879488452,dose2,0.6599842293438529
7,0.006923707145534001,0.010412607158832007,dose2,0.6649350195638903
8,0.0076895750240365685,0.011553297562871196,dose2,0.6655740477145644
9,0.008512423810791016,0.0128114685516631,dose2,0.6644377868001363
10,0.009272718804539564,0.01391804258546945,dose2,0.6662372777587361
11,0.010307571669910962,0.01533943463854414,dose2,0.6719655523247683
12,0.011279120944363726,0.016637395590083703,dose2,0.6779378949436307
0,0.0009029343083604315,0.0016755274092194157,dose3plus,0.5388955757173732
1,0.001903570913352812,0.003271913645983989,dose3plus,0.5817913058639249
2,0.0030067733155990086,0.004836799688319417,dose3plus,0.6216452011106727
3,0.004145055686997483,0.006080299615029262,dose3plus,0.6817189857009728
4,0.005185476627013661,0.007219179421098085,dose3plus,0.7182916954717582
5,0.006146265844041346,0.00824678183547291,dose3plus,0.7452926445632834
6,0.007224328549663511,0.009326801879488452,dose3plus,0.7745772497619696
7,0.008291863608284765,0.010412607158832007,dose3plus,0.7963292459809405
8,0.00932476536505191,0.011553297562871196,dose3plus,0.8071085604348819
9,0.010443229323528227,0.0128114685516631,dose3plus,0.8151469349981278
10,0.011492652552366917,0.01391804258546945,dose3plus,0.8257377056411368
11,0.012821529575858918,0.01533943463854414,dose3plus,0.83585411569249
12,0.014077101532127918,0.016637395590083703,dose3plus,0.8461120885814668
